p,r2_train,rmse_train,mae_train,r2_test,rmse_test,mae_test,model,dataset
0.025,0.9687991535328292,0.07870275621200003,0.045576063289824,0.6414398706340232,0.21559167459462214,0.14067440770064651,VC,dmsc
0.025,0.5426256743733049,0.2500110655891763,0.15311696440616657,0.5091918289842995,0.2550003753402364,0.15629843265693708,CN,dmsc
0.025,0.5715288658845562,0.23744448273017052,0.1451566612053679,0.5184667859063625,0.24877908677701016,0.1522927276695437,LER,dmsc
0.025,0.3363342114425512,0.29626047544958384,0.18444111797001433,0.32290334410493177,0.2960579086107944,0.1849630663472845,Additive,dmsc
0.025,0.5682118639529374,0.23859179890627225,0.1548581553411682,0.5190556887344169,0.24847527547445927,0.16199684213075582,Pairwise,dmsc
0.025,0.9999999999999996,0.0,0.0,0.46393826860493975,0.2642268137409632,0.1702600296526628,MEI,dmsc
0.025,0.9675709760183031,0.07893693310656441,0.04501504460925216,0.6400596810991471,0.217924160621977,0.13897898206531356,VC,dmsc
0.025,0.5065689728747009,0.25016032997032134,0.1517915893297043,0.4803764853516613,0.26368379589940427,0.15853992947239098,CN,dmsc
0.025,0.5165584219979985,0.24398057637206721,0.14867681575212377,0.491554603849485,0.25711195802486564,0.15516521997022487,LER,dmsc
0.025,0.3324484613876969,0.28694854524826857,0.1769075468401597,0.32173251372600814,0.2979963907406275,0.18174216628116,Additive,dmsc
0.025,0.5542214958105499,0.2343395916251731,0.1500758533471125,0.5210348876400032,0.24954116626540312,0.15876003329097269,Pairwise,dmsc
0.05,0.9999999999999998,0.0,0.0,0.5574167584113263,0.24181738629763216,0.1571586742581185,MEI,dmsc
0.05,0.9683106786034669,0.07625740111129846,0.04535976648959315,0.7015798564248087,0.19661185803992134,0.12934290764021214,VC,dmsc
0.05,0.5566878824516869,0.24519382735677,0.15069961264148182,0.5323028388006339,0.24822606780269868,0.15399535072722764,CN,dmsc
0.05,0.6412068336202186,0.2175172454029293,0.13357574235424208,0.5959180939993641,0.22764213319980686,0.14160978907662575,LER,dmsc
0.05,0.33096960406566067,0.29757180165737446,0.18363446296871644,0.3221791242673875,0.29638119972661325,0.18503118356390502,Additive,dmsc
0.05,0.5571123991983964,0.24187553585334665,0.15556338843098244,0.5287983147411712,0.2463046283305918,0.15956710807497462,Pairwise,dmsc
0.05,1.0,0.0,0.0,0.5528946047199003,0.24345611793285948,0.15683482238718613,MEI,dmsc
0.05,0.964833350659055,0.07831898257274005,0.04597470068936647,0.7042945878331296,0.1967991880371714,0.1279264623424052,VC,dmsc
0.05,0.5569701569493809,0.2408440640825759,0.1487415590735496,0.5286153634042612,0.2498135443827792,0.15329035391389562,CN,dmsc
0.05,0.6891497440273054,0.19909094665880406,0.1260026406279552,0.623427064856743,0.22005802920440937,0.13921214670933832,LER,dmsc
0.05,0.33233557556147586,0.2920996248038878,0.18148227218343582,0.32224765351266704,0.29727317517891316,0.1832049144228751,Additive,dmsc
0.05,0.5585031955421238,0.23717736038401616,0.15336881298480254,0.52985238755708,0.24666280466067533,0.15836667484760525,Pairwise,dmsc
0.05,1.0,0.0,0.0,0.5527572554417367,0.24441813044386673,0.1569135675325743,MEI,dmsc
0.05,0.9668781966097645,0.07663734833223415,0.044885520310324264,0.6986598419251344,0.19930098706070748,0.1298793895233868,VC,dmsc
0.05,0.5317714681641592,0.24468285350374944,0.14896236791061854,0.5287251475430348,0.2518545864866357,0.15304317745119073,CN,dmsc
0.05,0.78584020055255,0.16465907478743855,0.102779268816308,0.6463727228338495,0.21294585034954436,0.13638889223056502,LER,dmsc
0.05,0.32446841212208166,0.29028275484724475,0.17919734071479015,0.3236984411882943,0.29768275353432944,0.18246161451257875,Additive,dmsc
0.05,0.5388272379126474,0.2395859590626896,0.15290947460774623,0.5297533352517821,0.24777442199054558,0.15788271580230578,Pairwise,dmsc
0.1,1.0,0.0,0.0,0.646037743032234,0.21868890164531773,0.1401903469866194,MEI,dmsc
0.1,0.9649057154996638,0.07600181610267122,0.04620940298016498,0.7515677126794917,0.17975095051467788,0.11842213537253973,VC,dmsc
0.1,0.5669998285646093,0.23860802094239456,0.14829815676088945,0.5502506538883366,0.2439829860959668,0.15048493050792633,CN,dmsc
0.1,0.9591857193107799,0.07923105092546033,0.048747739179511994,0.7638476035914583,0.17456734214370911,0.11551264151856319,LER,dmsc
0.1,0.3274284458753288,0.2940900878954012,0.1823370447266813,0.32378944084952616,0.29720937925847085,0.18292226699786343,Additive,dmsc
0.1,0.551927987993871,0.2398415106985922,0.15433983057879555,0.535737458181223,0.24541589303389996,0.1567683195504922,Pairwise,dmsc
0.1,1.0,0.0,0.0,0.6519174962977617,0.2173590094840768,0.1393445450252496,MEI,dmsc
0.1,0.963543404627163,0.07737393961644168,0.04696960116770565,0.7545077369744662,0.17863153792816902,0.11850984710291444,VC,dmsc
0.1,0.5632104080089999,0.24109805380540927,0.14963275243559102,0.5534996526379479,0.24345043829754828,0.15053930440408075,CN,dmsc
0.1,0.9564375845187687,0.08170259740026073,0.050142942486186004,0.7645624671669581,0.17410839273376919,0.11492838921952254,LER,dmsc
0.1,0.3231880046824197,0.2968733183806406,0.18363824863974212,0.32483906293425474,0.2968628535196579,0.1823903700332168,Additive,dmsc
0.1,0.5475677854761011,0.24249175881758048,0.15549310771433633,0.5378763760605811,0.24493206522667477,0.1569573018507504,Pairwise,dmsc
0.1,1.0,0.0,0.0,0.6538422532490438,0.21774977637552673,0.1399184264731458,MEI,dmsc
0.1,0.9637701941907573,0.07683418983218787,0.04671523212822545,0.7588787331998995,0.17739629945915725,0.11800768636000042,VC,dmsc
0.1,0.5548178129917285,0.24202901518375913,0.1490831911511208,0.5537378559000358,0.24417277450651145,0.15117813216700177,CN,dmsc
0.1,0.9085633335527132,0.11175566509068327,0.07085034949243038,0.7503621656657624,0.17889094593504537,0.11854839671575113,LER,dmsc
0.1,0.3189240352162138,0.2960724314783632,0.18111921230363265,0.32397677203155684,0.29739516280149886,0.18286964896421723,Additive,dmsc
0.1,0.5404745567968543,0.24305504267048764,0.1554525374154804,0.5371781416908152,0.2455905204921878,0.15781749374511367,Pairwise,dmsc
0.15,1.0,0.0,0.0,0.7003005321810787,0.20223202987043423,0.13029145947305842,MEI,dmsc
0.15,0.9608011594930917,0.07867097991711616,0.04813611738013491,0.7809251341359116,0.1683691051106705,0.11274289358980231,VC,dmsc
0.15,0.5742139818151087,0.23941303184052368,0.14782047856704925,0.5671489401905078,0.23958617074638489,0.14833810037999728,CN,dmsc
0.15,0.9410526031896187,0.09233748975015654,0.057016105655773766,0.7734760167253608,0.17038929864272045,0.1124652770560375,LER,dmsc
0.15,0.32425088058209545,0.2985763518355196,0.1836001858813279,0.32424838150141316,0.2965669640116763,0.18284744945509324,Additive,dmsc
0.15,0.5451904972505686,0.24473054174508138,0.15607858323185458,0.5389248205088072,0.24465059980593531,0.15641993393177084,Pairwise,dmsc
0.15,1.0,0.0,0.0,0.6993006554769443,0.20271298599001006,0.13063819100238436,MEI,dmsc
0.15,0.9636147436166689,0.07623868981612258,0.04641662380934717,0.7772550512094545,0.1701297304317878,0.11360516517956928,VC,dmsc
0.15,0.5737672307307498,0.23777590172555757,0.14766576056324046,0.5663584521991014,0.23991569111655422,0.14887724986082923,CN,dmsc
0.15,0.9583693074015674,0.07944507943379041,0.04841438196948732,0.7740678543434337,0.17056084722464626,0.11331206153592825,LER,dmsc
0.15,0.32696480647387516,0.295839474464269,0.18348127159641886,0.32357058959259927,0.2967518140012911,0.18351656410984676,Additive,dmsc
0.15,0.5460313514590521,0.24274064270471166,0.15553981716328674,0.5376944680196873,0.2450422254171718,0.15696117648627067,Pairwise,dmsc
0.15,1.0,0.0,0.0,0.6976854872604523,0.20305823166122666,0.130788241958069,MEI,dmsc
0.15,0.9610817005974807,0.07761213001768033,0.04767690223613304,0.7806382933689846,0.1687427460138627,0.11232707534123215,VC,dmsc
0.15,0.579865905344821,0.23568614880890534,0.14616763913532765,0.5623118182699088,0.2405170863738109,0.14938627292506446,CN,dmsc
0.15,0.9487249405840826,0.0860061574286806,0.05368610022348265,0.7772665818114624,0.169257248598381,0.11236046338790942,LER,dmsc
0.15,0.32738040081300057,0.2951225229011425,0.18180041753028156,0.32348196530367695,0.29706394354958643,0.1833233854601121,Additive,dmsc
